CO(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,AH,hola1
0,-200,3,7,692,45,927,52,1549,23,
0,-200,3,6,687,44,949,52,1530,24,8578
0,-200,2,1,589,-200,1119,-200,1432,25,8350
-200,2,0,581,15,1119,26,1463,450,1,7476
0,-200,1,3,527,10,1242,17,1458,22,7225
0,-200,1,7,561,19,1162,28,1476,23,7063
0,-200,1,5,544,20,1242,29,1442,24,6661
0,-200,1,6,551,30,1224,37,1443,24,5877
0,-200,1,7,557,24,1215,31,1435,24,6062
0,-200,2,7,632,35,1095,46,1494,27,6203
0,-200,3,6,687,48,1025,66,1491,27,5911
0,-200,3,0,652,41,1076,54,1446,28,5666
0,-200,2,9,646,37,1105,50,1446,29,6217
0,-200,2,5,619,32,1163,44,1417,29,7259
0,-200,3,1,655,43,1107,52,1452,31,7266
0,-200,2,3,606,28,1214,37,1403,31,6164
0,-200,3,0,654,38,1102,51,1466,30,5959
1,-200,4,0,713,72,954,78,1552,27,5833
1,-200,6,3,826,89,853,90,1637,28,5751
1,-200,6,6,839,103,846,110,1636,28,5926
1,-200,7,3,868,77,833,86,1653,27,6160
1,-200,6,8,850,84,831,88,1643,27,5882
1,-200,6,3,826,82,857,91,1627,26,5324
1,-200,5,9,809,81,876,93,1611,26,
1,-200,4,8,755,50,935,68,1553,26,
0,-200,2,9,649,30,1056,48,1465,26,
-200,2,2,597,-200,1129,-200,1414,478,9,
-200,1,8,569,14,1204,22,1396,429,6,
-200,2,5,623,51,1097,59,1466,552,3,
-200,6,8,847,120,830,102,1663,916,4,
-200,11,2,1020,180,686,116,1842,1169,5,
-200,9,7,965,168,734,109,1744,1049,9,
-200,7,2,866,111,832,98,1637,823,8,
-200,6,8,849,111,861,97,1559,804,7,
-200,8,1,905,97,838,97,1596,805,9,
-200,8,3,913,90,834,90,1635,826,7,
-200,8,6,923,87,834,92,1590,782,4,
-200,5,3,780,67,975,76,1464,593,2,
-200,8,1,903,84,866,97,1563,698,3,
-200,8,2,907,86,867,101,1546,719,4,
-200,12,0,1048,124,767,118,1651,912,6,
-200,17,6,1227,144,659,129,1931,1129,0,
-200,14,5,1134,130,709,131,1763,1089,5,
-200,11,8,1042,122,756,130,1697,1062,5,
-200,9,4,953,82,815,106,1616,924,1,
-200,7,0,856,62,881,92,1549,780,4,
-200,8,0,898,65,813,97,1613,856,7,
-200,6,0,810,52,873,80,1511,861,3,
-200,4,3,729,22,942,40,1479,684,1,
-200,4,1,719,27,949,49,1466,707,8,
-200,2,0,587,-200,1128,-200,1392,554,0,
-200,2,4,615,29,1064,46,1396,614,6,
-200,2,7,634,29,1035,37,1402,606,1,
-200,6,9,853,135,796,92,1621,1023,1,
-200,9,2,947,181,724,115,1724,1134,7,
-200,9,6,962,119,728,102,1694,936,6,
-200,9,1,944,116,765,104,1608,868,2,
-200,9,3,953,143,780,109,1600,879,3,
-200,8,5,918,126,839,108,1572,785,2,
-200,6,9,853,94,894,90,1478,651,1,
-200,6,9,853,96,890,81,1528,679,7,
-200,6,4,828,90,928,87,1474,630,7,
-200,6,2,820,93,942,82,1413,594,6,
-200,7,3,869,101,925,99,1470,655,8,
-200,10,7,1004,123,818,119,1577,783,4,
-200,11,9,1045,136,781,128,1602,865,4,
-200,10,6,1001,109,819,111,1536,776,4,
-200,9,3,951,124,846,114,1479,861,7,
-200,6,7,843,82,892,100,1438,729,1,
-200,7,2,866,69,874,88,1421,715,3,
-200,5,9,809,60,940,78,1355,615,2,
-200,8,7,929,90,835,101,1482,824,5,
-200,6,8,847,58,873,77,1426,748,6,
-200,3,8,698,53,999,78,1336,767,8,
-200,2,2,602,-200,1156,-200,1283,513,6,
-200,3,2,663,45,1022,65,1337,671,5,
-200,3,9,706,61,977,74,1363,798,6,
-200,6,3,827,76,875,83,1449,912,2,
-200,13,6,1105,144,670,96,1726,1151,9,
-200,26,7,1472,221,515,120,2112,1525,4,
-200,22,8,1372,282,575,147,1964,1465,0,
-200,16,2,1186,235,719,148,1662,1138,4,
-200,10,4,994,113,872,91,1481,763,2,
-200,11,3,1025,93,829,94,1517,753,4,
-200,9,6,962,88,877,95,1409,665,6,
-200,7,8,889,87,909,92,1383,597,9,
-200,10,7,1003,109,830,113,1473,730,3,
-200,10,8,1007,106,838,111,1464,730,8,
-200,17,3,1218,182,704,166,1697,1108,4,
-200,17,7,1232,-200,679,-200,1732,1085,3,
-200,15,5,1166,144,687,143,1713,1013,3,
-200,13,6,1105,144,710,131,1682,1109,6,
-200,9,6,964,84,780,102,1532,913,6,
-200,9,5,958,74,783,94,1528,908,6,
-200,8,5,918,80,805,96,1472,923,3,
-200,9,0,940,78,776,88,1518,959,4,
-200,7,8,890,50,808,72,1480,898,7,
-200,2,6,624,18,1074,33,1276,546,7,
-200,2,4,610,-200,1087,-200,1259,543,1,
-200,1,9,577,21,1158,33,1265,488,9,
-200,3,7,693,62,995,60,1371,704,4,
-200,7,1,860,74,807,72,1488,943,2,
-200,16,6,1199,171,601,97,1850,1304,6,
-200,26,6,1469,287,491,136,2179,1669,0,
-200,17,9,1238,230,600,140,1809,1507,8,
-200,17,9,1238,261,654,171,1709,1359,8,
-200,14,0,1117,178,742,150,1586,1076,4,
-200,10,1,981,116,786,117,1480,797,3,
-200,9,5,958,96,800,106,1484,677,4,
-200,7,1,860,83,887,95,1417,559,8,
-200,12,3,1060,120,725,137,1601,830,6,
-200,11,7,1039,108,756,129,1558,734,5,
-200,12,8,1078,115,713,135,1600,801,4,
-200,14,0,1117,102,689,127,1668,828,7,
-200,13,9,1112,118,687,122,1694,865,0,
-200,11,7,1039,107,720,118,1641,916,7,
-200,13,8,1109,129,658,135,1752,1106,5,
-200,14,8,1142,133,601,134,1868,1226,6,
-200,11,9,1046,98,651,105,1754,1106,3,
-200,11,1,1019,110,677,104,1720,1087,7,
-200,8,0,900,62,747,81,1620,1000,1,
-200,5,6,791,55,841,69,1551,859,5,
-200,7,1,863,-200,782,-200,1669,919,1,
-200,3,5,680,35,932,51,1477,777,7,
-200,4,1,716,52,894,52,1494,790,0,
-200,4,9,761,36,862,48,1504,768,0,
-200,19,4,1279,182,559,105,2132,1388,0,
-200,26,3,1463,297,470,150,2322,1691,4,
-200,22,0,1350,237,511,160,2186,1655,8,
-200,18,1,1244,235,584,167,1972,1496,2,
-200,12,1,1053,158,686,141,1722,1086,8,
-200,9,4,956,89,742,104,1628,763,1,
-200,10,1,980,80,742,101,1610,688,7,
-200,10,5,995,93,752,118,1580,694,9,
-200,10,8,1006,96,749,121,1564,725,1,
-200,9,6,962,98,777,124,1554,686,3,
-200,13,0,1084,104,684,127,1723,838,2,
-200,15,5,1165,121,649,137,1840,974,6,
-200,16,5,1194,116,628,137,1874,1038,3,
-200,14,5,1134,121,647,135,1828,1108,9,
-200,13,2,1092,114,667,118,1808,1135,1,
-200,14,8,1143,112,620,111,1827,1143,1,
-200,10,7,1002,81,716,85,1667,908,0,
-200,-200,0,-200,220,-200,158,-200,-200,-200,
-200,6,4,832,81,809,77,1566,778,7,
-200,5,5,787,43,864,56,1588,728,1,5823
-200,5,2,772,-200,854,-200,1613,728,7,5903
-200,3,9,704,26,913,37,1529,676,8,
0,-200,4,7,748,40,878,49,1559,23,6131
1,-200,7,3,871,72,771,71,1666,22,6807
1,6,4,829,68,801,71,1600,926,0,6330
1,-200,9,2,947,89,728,86,1763,25,6304
2,-200,12,5,1067,151,642,125,1879,27,5944
3,-200,15,7,1170,215,620,160,1957,32,4687
3,-200,15,9,1175,196,614,174,1895,36,4402
2,-200,14,6,1135,161,654,146,1797,38,4517
2,-200,11,7,1039,120,745,127,1611,39,4724
1,-200,7,4,873,88,859,114,1423,38,
0,-200,6,1,816,38,917,65,1418,40,5222
1,-200,6,9,852,47,866,77,1467,40,6158
1,6,2,820,40,886,68,1452,530,1,5911
1,-200,8,1,903,58,816,92,1554,37,5799
1,-200,10,2,987,71,737,104,1711,34,6251
1,-200,10,7,1004,90,724,114,1704,31,6304
2,-200,13,0,1082,95,675,105,1817,30,
1,-200,11,4,1027,85,684,85,1758,28,6491
2,-200,13,3,1095,119,642,92,1816,27,6890
2,11,2,1020,106,681,82,1771,1086,6,8089
1,-200,9,8,970,77,698,70,1724,25,8223
0,-200,6,2,821,28,820,40,1637,25,7838
0,-200,3,6,691,-200,941,-200,1553,24,7547
0,-200,4,0,713,21,883,26,1584,23,8619
0,-200,2,6,625,17,993,21,1513,24,8920
0,-200,2,6,627,24,997,30,1530,23,8707
0,-200,2,9,648,19,975,21,1559,24,7808
0,-200,4,2,722,39,876,35,1624,25,7736
0,-200,5,5,789,46,824,36,1657,27,7808
0,-200,5,8,804,53,832,48,1638,32,4104
0,-200,4,5,737,32,896,39,1531,35,2141
0,-200,4,3,730,30,933,34,1495,37,2989
0,-200,3,5,685,24,1055,33,1331,39,3646
0,-200,3,5,683,34,1119,42,1270,38,3260
0,-200,3,9,707,63,1063,85,1325,40,4872
0,-200,4,7,748,69,1020,92,1373,39,6200
0,-200,5,3,776,61,991,84,1379,38,6780
1,-200,6,4,830,73,906,100,1482,36,7316
1,-200,8,0,900,75,817,95,1584,33,9398
1,-200,9,2,948,69,743,77,1667,30,9998
1,-200,9,1,944,71,711,85,1655,29,426
1,-200,9,1,945,73,682,83,1736,27,670
1,-200,9,5,959,86,666,88,1798,27,575
1,-200,9,1,945,65,672,68,1775,27,236
1,-200,5,0,762,74,821,97,1573,26,9831
0,-200,3,7,696,45,916,51,1542,26,9602
0,-200,2,2,595,-200,1097,-200,1463,25,9158
0,-200,1,6,553,2,1203,5,1418,25,9156
0,-200,2,7,630,29,1061,35,1504,25,
0,-200,5,6,791,42,829,56,1650,24,9329
1,-200,13,0,1085,146,610,110,1947,25,7953
-200,17,8,1233,-200,544,-200,2129,1248,1,7146
1,-200,11,5,1031,163,633,124,1866,28,6684
1,-200,11,1,1017,144,689,115,1774,32,5868
1,-200,11,0,1013,125,702,119,1781,34,5505
1,-200,10,7,1004,90,706,107,1761,35,5392
1,-200,8,5,921,76,778,99,1635,37,4483
1,-200,8,7,928,73,798,95,1636,36,3887
1,-200,9,4,956,73,763,105,1654,37,4626
1,-200,9,5,959,80,779,117,1636,38,5779
1,-200,12,9,1082,121,705,157,1731,36,6376
2,-200,13,7,1107,129,676,173,1801,35,6989
1,-200,12,2,1057,103,689,139,1775,32,7210
1,-200,11,8,1042,87,697,116,1773,30,7398
1,-200,9,9,974,58,707,91,1733,28,7708
0,-200,10,7,1005,64,669,98,1746,28,
0,-200,9,4,956,58,708,93,1724,27,
0,-200,8,1,904,44,720,74,1692,26,
-200,6,6,838,28,774,50,1640,733,2,
-200,3,3,672,19,941,36,1469,703,1,
-200,1,7,559,-200,1186,-200,1428,559,0,
-200,2,3,603,48,1077,55,1459,589,8,
-200,2,5,617,77,1026,86,1456,585,2,
-200,3,2,664,110,973,137,1503,644,0,
-200,19,3,1277,282,529,140,2188,1392,9,
-200,21,3,1333,275,487,142,2256,1533,4,
-200,17,2,1215,253,539,185,2068,1404,1,
-200,15,2,1154,211,596,173,1965,1204,8,
-200,10,6,999,176,697,158,1788,915,7,
-200,12,3,1061,153,650,127,1858,940,7,
-200,10,5,995,144,689,111,1779,863,1,
-200,9,3,951,127,722,114,1718,747,4,
-200,9,3,951,112,730,109,1675,704,5,
-200,11,0,1014,-200,684,-200,1749,791,0,
-200,12,1,1052,148,671,137,1780,824,5,
-200,13,7,1108,140,622,134,1854,913,5,
-200,12,9,1082,125,631,114,1854,907,9,
-200,10,3,990,111,672,100,1807,918,1,
-200,9,5,959,102,685,92,1798,914,8,
-200,10,3,989,108,659,97,1821,955,8,
-200,11,2,1020,132,645,111,1835,1063,0,
-200,9,2,949,104,678,89,1751,982,5,
-200,8,0,899,92,714,87,1717,914,3,
-200,5,8,804,78,791,69,1658,861,7,
-200,4,0,710,-200,889,-200,1566,713,9,
-200,3,0,652,-200,962,-200,1526,740,0,
-200,3,0,654,-200,987,-200,1529,801,8,
-200,7,8,893,-200,733,-200,1743,1132,0,
-200,19,3,1278,-200,521,-200,2182,1473,2,
-200,26,0,1454,-200,455,-200,2404,1607,3,
-200,10,6,1001,-200,663,-200,1783,1146,9,
-200,8,2,909,-200,764,-200,1687,867,0,
-200,9,9,976,-200,719,-200,1753,869,6,
-200,8,6,923,-200,747,-200,1662,744,1,
-200,8,7,926,-200,748,-200,1643,702,9,
-200,6,0,814,-200,852,-200,1489,554,2,
-200,8,0,901,-200,813,-200,1589,661,1,
-200,7,6,881,-200,828,-200,1590,630,3,
-200,10,7,1003,-200,727,-200,1710,803,2,
-200,8,7,927,-200,750,-200,1659,727,0,
-200,8,0,897,-200,732,-200,1751,894,5,
-200,7,2,867,-200,785,-200,1644,864,2,
-200,5,7,798,-200,846,-200,1571,743,6,
-200,5,5,790,-200,838,-200,1608,830,4,
-200,4,6,743,-200,894,-200,1539,675,1,
-200,6,6,840,-200,783,-200,1664,839,0,
-200,4,5,737,-200,869,-200,1548,758,4,
-200,3,8,700,-200,922,-200,1547,644,4,
-200,2,3,605,-200,1032,-200,1488,615,4,
-200,2,1,592,-200,1054,-200,1482,578,5,
-200,3,9,705,-200,857,-200,1578,843,8,
-200,6,5,836,-200,742,-200,1675,1113,6,
-200,14,5,1134,-200,557,-200,2015,1388,3,
-200,15,1,1150,-200,574,-200,1962,1310,5,
-200,9,0,940,-200,676,-200,1727,1056,1,
-200,11,4,1030,-200,662,-200,1789,1104,7,
-200,11,2,1020,104,706,115,1731,973,8,
-200,10,2,985,98,727,108,1708,1001,8,
-200,8,2,906,66,808,86,1567,747,3,
-200,6,6,838,60,850,84,1541,653,2,
-200,6,4,832,85,767,97,1695,934,7,
-200,7,0,855,90,748,102,1700,811,9,
-200,9,6,963,122,669,102,1815,918,5,
-200,9,4,954,117,682,99,1801,899,6,
-200,10,2,984,115,678,97,1826,902,5,
-200,7,7,886,127,732,101,1721,900,8,
-200,5,4,783,79,805,92,1623,875,7,
-200,5,5,789,61,816,70,1594,879,1,
-200,5,7,799,67,829,72,1619,859,7,
-200,7,2,867,93,731,80,1685,1048,1,
-200,6,8,848,77,734,71,1691,1048,8,
-200,5,0,762,60,827,69,1616,959,9,9069
-200,4,1,716,-200,875,-200,1586,898,7,9396
-200,3,4,676,45,930,55,1567,859,4,9817
0,-200,4,4,734,65,847,57,1607,21,
1,-200,7,7,889,94,722,56,1760,21,11
2,-200,13,6,1102,205,588,72,1989,22,9808
3,19,1,1270,240,516,84,2191,1404,5,9367
2,-200,16,3,1188,237,557,97,2033,24,8395
2,-200,14,2,1122,245,601,107,1974,25,7045
2,-200,15,6,1168,206,607,117,2000,29,7186
2,-200,14,4,1129,156,631,120,1911,33,7509
2,-200,10,5,995,126,717,110,1730,35,9797
1,-200,10,2,985,108,735,104,1742,33,9481
1,-200,10,7,1003,102,711,110,1715,34,8642
2,-200,11,6,1035,110,672,111,1834,31,8189
1,-200,7,9,894,57,761,64,1649,32,8459
2,-200,11,7,1038,109,668,92,1873,29,8611
2,-200,14,6,1137,151,606,114,1952,27,8797
2,-200,13,2,1089,153,620,116,1886,26,8828
1,-200,9,8,971,103,692,94,1760,25,8897
1,-200,8,8,930,76,728,77,1723,25,8430
1,-200,10,4,991,93,685,74,1820,24,7714
1,-200,8,5,920,75,718,62,1755,23,7895
1,-200,6,4,831,57,789,57,1662,23,7414
0,-200,3,4,674,32,976,45,1530,24,7588
0,-200,2,6,627,-200,1032,-200,1519,23,7136
0,-200,2,9,645,42,990,49,1530,21,7253
0,-200,2,3,604,37,1068,45,1507,23,7504
0,-200,3,3,670,44,971,44,1538,22,
0,-200,5,1,771,51,840,43,1608,22,8104
1,-200,7,7,886,74,742,51,1705,23,7300
2,10,5,996,115,649,84,1838,1113,4,7004
1,-200,10,9,1012,109,676,96,1782,30,5637
1,-200,8,4,914,80,760,88,1653,33,
1,-200,6,0,811,57,862,67,1541,35,
1,-200,6,0,813,56,875,64,1518,37,
1,4,7,750,43,960,54,1390,484,1,8037
1,5,3,776,43,947,56,1431,498,1,8384
1,5,8,803,51,939,68,1460,538,5,7655
1,-200,6,5,833,46,864,67,1577,36,7081
1,-200,8,4,915,71,783,95,1643,34,7344
1,-200,8,3,912,65,777,86,1648,32,7602
1,-200,8,4,917,78,740,93,1649,29,7251
1,-200,6,4,828,51,793,68,1589,27,7546
1,-200,10,3,988,84,686,95,1751,27,7628
1,-200,10,9,1011,89,681,93,1768,26,7822
1,-200,7,4,872,65,767,69,1617,25,8339
1,-200,5,8,805,43,816,55,1571,25,7871
0,-200,4,5,736,32,894,39,1548,24,7881
0,-200,4,6,744,-200,869,-200,1590,24,7495
0,-200,2,4,609,22,1017,33,1473,23,7508
0,-200,2,4,616,21,1080,29,1532,23,
0,-200,2,6,627,27,1049,36,1518,23,8350
0,-200,2,8,638,31,1024,38,1506,24,
1,4,5,738,46,901,47,1585,779,1,9055
1,-200,5,2,774,62,839,64,1621,27,1806
1,4,2,724,43,936,49,1574,598,5,8999
1,-200,4,8,751,53,849,64,1649,27,7838
1,-200,4,6,744,87,813,79,1695,25,8481
0,-200,3,6,689,36,964,45,1543,32,7841
0,-200,2,6,627,21,1129,30,1433,31,7173
0,-200,3,0,655,27,1061,35,1471,33,
0,-200,3,6,690,29,1039,37,1488,35,7295
0,-200,4,1,715,38,988,46,1479,35,8141
1,5,0,763,41,949,54,1491,504,8,8969
1,-200,6,5,836,66,848,79,1577,31,9284
1,-200,7,3,868,63,798,79,1634,29,9349
1,-200,8,1,905,88,745,98,1702,28,9759
1,-200,10,4,992,87,660,93,1791,27,9804
1,-200,9,0,940,86,683,89,1744,26,9647
1,-200,6,5,836,49,771,57,1662,25,9475
1,-200,6,3,824,40,774,51,1637,25,
0,-200,4,4,733,27,888,39,1605,24,9045
0,-200,2,8,638,-200,997,-200,1526,24,8990
-200,2,2,598,23,1065,30,1511,684,8,8929
0,-200,3,7,694,58,941,46,1583,23,9193
1,-200,7,4,872,87,756,55,1727,23,9138
2,-200,15,1,1151,143,579,63,2005,24,8005
2,-200,15,1,1152,96,578,42,2003,25,6592
2,-200,14,7,1138,16,585,5,1946,27,6745
1,-200,9,8,970,54,715,39,1751,31,6675
1,-200,8,0,897,42,800,39,1608,32,6809
1,-200,8,3,912,72,764,71,1661,34,7005
1,-200,7,7,889,54,787,65,1630,34,
1,-200,6,7,844,52,835,71,1567,33,
1,-200,7,5,880,64,783,72,1617,34,
1,-200,-200,0,-200,70,-200,76,-200,-200,
1,-200,-200,0,-200,65,-200,75,-200,-200,7167
1,-200,-200,0,-200,80,-200,86,-200,-200,7884
2,-200,-200,0,-200,88,-200,96,-200,-200,9221
1,-200,8,6,925,81,730,95,1685,29,9705
1,-200,9,7,965,59,696,74,1742,28,
1,-200,9,1,944,69,687,76,1772,28,9269
1,-200,9,1,945,58,674,66,1765,27,9027
1,7,0,859,33,732,49,1680,996,4,9612
0,-200,4,9,758,17,824,29,1567,28,9218
0,-200,3,5,680,6,919,11,1535,26,9305
0,-200,3,9,704,-200,861,-200,1603,24,8720
0,-200,3,2,665,20,919,25,1559,24,8522
0,-200,4,7,747,58,830,34,1633,23,8536
1,-200,7,6,883,106,718,42,1742,23,8607
2,-200,14,7,1139,143,563,47,2009,24,8229
2,-200,18,7,1259,167,519,62,2114,26,7359
2,-200,14,8,1144,188,565,81,1939,28,6346
2,-200,14,5,1133,164,604,90,1909,33,6093
2,-200,12,7,1074,128,646,95,1777,36,
1,-200,9,2,949,88,764,86,1607,39,7416
0,-200,4,8,752,51,955,64,1385,38,8213
1,5,4,783,52,914,62,1443,525,0,6535
1,-200,7,2,864,59,819,75,1544,40,6772
1,-200,6,7,845,67,841,88,1566,39,9528
1,-200,9,7,965,105,760,126,1649,39,700
1,-200,10,9,1012,91,720,96,1725,38,821
1,-200,10,6,999,69,706,79,1766,34,492
1,-200,9,7,967,65,703,67,1801,32,297
1,-200,8,6,924,58,725,62,1757,30,697
1,-200,10,2,984,67,678,64,1823,29,997
1,-200,10,5,997,64,669,63,1816,28,977
1,-200,8,8,930,65,697,60,1748,28,1074
1,-200,6,6,839,47,740,49,1700,27,931
0,-200,5,3,778,29,797,36,1665,26,1020
0,-200,3,0,650,-200,961,-200,1581,26,1170
0,-200,3,2,662,16,932,24,1590,26,1008
0,-200,3,5,685,50,895,32,1632,25,895
1,-200,7,2,866,78,717,42,1768,26,1054
1,-200,9,5,958,89,663,42,1836,26,995
1,-200,11,1,1019,97,622,51,1904,27,1144
1,-200,9,7,967,93,651,58,1825,29,578
1,-200,9,5,957,105,680,67,1819,33,22
1,-200,8,3,913,89,715,68,1782,35,
1,-200,6,0,813,63,792,56,1657,36,
1,-200,5,8,802,52,824,47,1620,38,7426
1,5,1,769,48,882,46,1576,615,6,8848
1,4,5,740,50,926,50,1526,557,8,8371
1,-200,6,6,839,80,845,65,1607,38,7788
1,-200,8,0,901,78,777,69,1691,37,8377
1,-200,7,6,883,64,799,63,1672,36,9733
1,-200,10,1,982,84,720,69,1760,33,181
1,-200,7,8,890,72,778,57,1701,31,290
1,-200,8,4,917,70,736,59,1728,30,646
1,-200,7,7,887,59,770,54,1696,29,942
1,-200,7,6,884,63,764,57,1726,28,1247
1,-200,7,9,895,58,745,46,1727,27,566
1,-200,6,3,825,68,794,65,1716,26,
0,-200,3,8,701,57,906,62,1638,25,1195
0,-200,2,4,614,-200,1001,-200,1565,25,630
-200,2,5,617,15,1027,25,1561,622,7,929
0,-200,4,2,721,47,888,37,1651,25,1719
0,-200,4,5,738,39,893,41,1623,26,1362
1,-200,11,0,1013,87,672,60,1932,26,177
2,-200,14,1,1118,122,585,65,2019,27,9642
1,-200,9,5,957,122,694,71,1841,29,8856
1,-200,6,9,855,101,803,61,1712,33,8962
1,-200,7,2,867,92,785,65,1717,33,
1,-200,5,5,788,70,851,54,1629,34,
1,-200,5,1,766,58,898,58,1597,37,7252
1,5,0,764,44,898,56,1579,573,9,6844
1,5,6,792,44,897,60,1582,544,3,7485
1,-200,5,7,800,52,877,69,1567,38,8190
1,-200,7,0,855,53,836,67,1607,37,9129
1,-200,8,1,904,65,794,79,1653,35,127
1,-200,8,7,929,67,772,86,1702,32,691
1,-200,7,9,896,67,797,79,1697,30,1107
1,-200,7,5,878,53,792,67,1691,29,1395
1,-200,6,0,814,53,845,65,1657,28,1059
1,-200,8,5,920,60,739,67,1761,27,1005
1,-200,7,0,856,60,774,62,1736,27,737
1,-200,5,6,794,39,836,48,1688,27,184
0,-200,2,6,626,22,1045,33,1557,26,120
0,-200,1,5,544,-200,1264,-200,1485,26,1164
0,-200,1,7,558,7,1232,11,1485,25,511
0,-200,2,0,586,25,1154,34,1499,26,183
0,-200,4,0,709,47,956,52,1641,25,9076
1,-200,8,6,924,101,720,80,1806,26,7810
1,-200,10,1,981,100,688,86,1818,27,6716
1,-200,8,7,929,79,759,77,1722,30,6041
1,-200,7,9,896,91,766,93,1704,33,6264
1,-200,5,8,801,83,868,109,1573,35,4695
1,-200,5,3,779,65,896,89,1537,35,1418
0,-200,4,2,724,55,971,71,1490,36,2371
0,-200,3,3,673,40,1061,56,1394,33,
0,-200,4,0,709,48,1078,68,1332,35,
0,-200,4,3,726,46,1056,61,1382,35,3899
1,4,6,745,54,998,70,1400,472,0,5350
1,5,1,771,55,965,76,1465,494,0,
1,-200,5,9,805,60,901,78,1511,29,7240
1,-200,5,7,796,62,870,80,1538,28,7478
1,4,7,746,51,912,71,1528,534,9,7483
1,-200,5,1,767,57,867,74,1534,26,
1,-200,5,9,806,72,830,90,1580,25,7330
1,-200,5,6,795,63,838,78,1570,25,7428
1,4,5,737,49,899,63,1534,611,1,7405
0,-200,2,5,618,30,1075,42,1442,25,7291
0,-200,1,7,559,-200,1232,-200,1414,25,7114
0,-200,1,8,569,18,1178,27,1426,25,6835
0,-200,1,9,578,22,1170,29,1445,25,6630
0,-200,2,6,626,39,1088,41,1471,24,6162
1,-200,6,3,826,68,821,61,1639,24,6269
1,-200,6,8,849,84,800,68,1626,25,
0,-200,4,7,749,54,911,58,1535,28,5512
0,-200,4,7,748,51,948,52,1551,31,4235
1,4,0,712,52,924,57,1494,609,0,3373
0,-200,4,3,726,44,959,51,1496,35,2915
0,-200,3,8,699,47,999,53,1413,36,3820
0,-200,3,4,676,37,1041,49,1350,34,6683
0,-200,3,6,685,33,1051,44,1339,38,7898
0,-200,3,6,686,36,1032,48,1402,38,7880
0,-200,3,6,687,33,1006,46,1438,36,7269
0,-200,5,1,769,40,873,56,1546,35,7272
1,-200,6,6,838,56,801,73,1614,32,
1,-200,7,3,868,71,779,85,1633,29,7048
1,-200,6,1,818,57,797,72,1590,28,6917
1,5,2,774,43,825,53,1562,687,1,7077
0,-200,4,9,758,40,858,47,1544,26,7054
0,-200,3,5,684,26,947,37,1475,26,6723
0,-200,3,0,650,24,989,34,1479,25,
0,-200,2,7,631,24,1028,33,1473,24,6654
0,-200,2,2,597,-200,1077,-200,1454,23,6139
-200,2,0,584,18,1107,27,1457,571,4,6223
0,-200,2,4,612,18,1054,27,1443,22,6489
0,-200,2,0,584,19,1149,27,1414,22,6889
0,-200,2,5,623,22,1064,28,1425,23,
0,-200,3,5,682,34,983,36,1457,23,4861
1,-200,6,0,811,61,841,59,1562,26,3067
1,5,3,778,46,896,56,1520,700,1,2860
1,-200,6,3,826,56,870,70,1531,35,976
1,-200,4,8,753,31,978,36,1402,38,347
0,-200,3,2,664,11,1123,17,1312,37,296
0,-200,2,6,624,8,1227,14,1209,36,398
0,-200,2,4,610,14,1281,24,1204,36,1303
0,-200,3,0,652,21,1223,36,1239,37,
0,-200,3,1,658,26,1216,43,1254,36,2247
0,-200,3,4,679,37,1143,60,1291,33,2288
1,4,6,743,53,1016,81,1379,647,6,3140
1,-200,4,4,731,56,988,87,1384,30,2951
1,-200,5,5,790,51,936,85,1430,29,2968
1,-200,8,2,906,79,784,91,1561,28,2656
0,-200,5,0,766,38,880,55,1399,28,2589
0,-200,4,0,711,25,956,42,1367,27,2231
0,-200,3,7,693,24,988,43,1377,25,1856
0,-200,3,1,657,11,1016,20,1337,24,1558
0,-200,1,8,566,-200,1175,-200,1267,24,1793
0,-200,1,5,543,16,1238,23,1244,23,1867
0,-200,2,4,616,43,1163,43,1306,21,1746
0,-200,5,4,783,86,893,68,1446,21,1462
1,-200,8,5,920,92,767,62,1534,22,
1,-200,10,9,1010,102,722,65,1616,23,9546
2,-200,12,0,1048,171,719,93,1624,27,9295
2,10,6,999,148,796,110,1515,1027,4,9821
1,-200,7,4,874,119,923,106,1369,35,274
1,-200,7,3,869,71,953,77,1363,37,957
0,-200,4,6,741,53,1065,60,1277,38,
0,-200,4,0,708,61,1091,67,1256,35,706
0,-200,3,8,702,53,1077,57,1267,38,2467
1,5,0,761,61,1015,60,1346,520,7,2962
1,-200,6,9,853,72,930,69,1420,38,3219
1,-200,7,0,857,67,880,77,1463,35,3005
1,-200,6,8,850,70,857,77,1503,31,2989
1,-200,8,5,919,81,788,87,1543,30,
1,-200,8,0,898,79,807,88,1508,29,3873
1,-200,5,7,798,73,854,84,1459,28,3878
1,5,1,767,57,870,65,1443,728,2,4233
0,-200,5,5,787,45,830,54,1460,26,4666
0,-200,3,1,658,25,964,37,1349,28,4449
0,-200,2,9,645,23,1001,36,1385,25,4153
0,-200,2,6,626,-200,1024,-200,1397,24,
0,-200,2,2,597,18,1069,29,1346,24,4100
0,-200,2,5,618,23,1039,25,1354,23,4321
1,5,6,791,59,841,41,1493,789,2,4548
2,-200,12,9,1079,135,638,68,1761,22,
2,-200,16,0,1181,167,580,82,1850,24,
2,-200,12,2,1058,190,654,137,1695,27,
2,10,0,979,142,717,119,1633,1192,3,
